
k,l,u,v,rho,cluster,frame
110,52,2563,1060.94,-2.7002,4,9
110,55,2553.65,1108.83,-3.00692,4,9
110,87,2554.08,1767.82,-3.11997,23,9
110,88,2563.65,1784.04,-2.81326,23,9
110,89,2553.77,1800.55,-3.11997,23,9
111,89,2573.58,1799.64,-2.1867,23,9
110,90,2563.61,1816.98,-2.81326,23,9
111,88,2581.67,1784.22,-3.11997,23,9
112,88,2601.96,1783.6,-2.1867,23,9
111,87,2572.7,1767.45,-2.1867,23,9
110,122,2565.3,2472.84,-2.78605,42,9
110,123,2555.5,2489.02,-3.09277,42,9
110,124,2565.02,2505.53,-2.78605,42,9
111,123,2574.25,2488.24,-2.1595,42,9
112,123,2593.26,2489.09,-2.78605,42,9
111,124,2582.83,2505.15,-3.09277,42,9
111,125,2574.65,2522.29,-2.1595,42,9
115,74,2683.82,1500.99,-2.11894,14,9
116,74,2702.99,1501.13,-2.74549,14,9
117,74,2722.18,1501.63,-3.05221,14,9
117,73,2712.25,1484.51,-2.11894,14,9
117,75,2712.47,1516.75,-2.11894,14,9
117,76,2721.94,1533.67,-3.05221,14,9
116,76,2703.96,1533.08,-2.74549,14,9
116,75,2693.43,1516.3,-3.05221,14,9
115,110,2684.44,2223.01,-2.15391,33,9
116,110,2703.91,2223.06,-2.78047,33,9
116,109,2694.2,2206.55,-3.08719,33,9
116,108,2703.99,2190.36,-2.78047,33,9
117,108,2723.08,2191.18,-3.08719,33,9
117,109,2713.09,2206.37,-2.15391,33,9
117,110,2722.76,2223.29,-3.08719,33,9
118,109,2732.06,2206.57,-2.78047,33,9
121,60,2823.26,1217.33,-2.19229,5,9
122,61,2833.5,1234.14,-3.12557,5,9
122,60,2842.56,1216.69,-2.81885,5,9
123,61,2851.56,1233.99,-2.19229,5,9
123,60,2861.36,1216.21,-3.12557,5,9
123,59,2851.71,1200.75,-2.19229,5,9
122,59,2833.44,1201.36,-3.12557,5,9
122,62,2842.46,1250.23,-2.81885,5,9
121,61,2813.92,1234.15,-2.81885,5,9
121,130,2824.72,2628.32,-2.09973,43,9
122,129,2835.28,2612.22,-3.033,43,9
122,128,2843.83,2595.55,-2.72628,43,9
123,129,2852.92,2611.61,-2.09973,43,9
123,130,2862.61,2628.46,-3.033,43,9
124,129,2871.8,2611.95,-2.72628,43,9
122,130,2843.87,2628.16,-2.72628,43,9
122,94,2843.76,1906.68,-2.6047,24,9
122,95,2834.08,1924.71,-2.91142,24,9
123,95,2852.24,1923.77,-1.97815,24,9
124,95,2871.19,1923.95,-2.6047,24,9
123,96,2861.99,1939.83,-2.91142,24,9
123,97,2852.93,1956.67,-1.97815,24,9
122,96,2843.36,1939.58,-2.6047,24,9
123,94,2862.2,1909.13,-2.91142,24,9
127,80,2963.59,1624.01,-2.11606,15,9
128,81,2973.53,1640.79,-3.04933,15,9
127,82,2963.13,1656.7,-2.11606,15,9
128,82,2982.3,1656.94,-2.74261,15,9
129,81,2991.58,1640.41,-2.11606,15,9
130,81,3010.48,1640.15,-2.74261,15,9
128,80,2982.38,1624.15,-2.74261,15,9
127,81,2954.64,1641.32,-2.74261,15,9
127,116,2963.8,2345.91,-1.91259,34,9
128,116,2983.66,2345.04,-2.53915,34,9
129,117,2992.58,2361.4,-1.91259,34,9
129,116,3001.6,2346.24,-2.84587,34,9
129,115,2992.05,2329.41,-1.91259,34,9
130,115,3011,2330.76,-2.53915,34,9
128,114,2982.83,2313.54,-2.53915,34,9
128,115,2974.24,2330.33,-2.84587,34,9
139,104,3241.8,2103.66,-1.93532,44,8
139,105,3232.27,2119.33,-2.56187,44,8
140,103,3250.72,2087.85,-2.86859,44,8
141,103,3269.46,2087.45,-1.93532,44,8
140,104,3259.49,2103.45,-2.56187,44,8
141,105,3269.79,2120,-1.93532,44,8
139,89,3233.68,1800.27,-2.45606,35,8
140,89,3251.58,1799.8,-2.76278,35,8
139,90,3242.04,1815.98,-1.8295,35,8
141,89,3269.89,1799.97,-1.8295,35,8
140,88,3260.29,1783.93,-2.45606,35,8
141,87,3270.73,1767.93,-1.8295,35,8
141,88,3277.76,1783.45,-2.76278,35,8
139,72,3243,1464.18,-1.84304,26,8
140,73,3252.31,1480.27,-2.77632,26,8
141,73,3270.95,1480.09,-1.84304,26,8
140,74,3261.04,1496.1,-2.4696,26,8
141,74,3278.63,1496.91,-2.77632,26,8
139,74,3243.58,1496.18,-1.84304,26,8
140,72,3261.14,1464.61,-2.4696,26,8
141,72,3279.83,1464.39,-2.77632,26,8
139,58,3244.39,1176.16,-1.39829,17,8
140,57,3253.22,1160.67,-2.33156,17,8
140,58,3261.83,1176.07,-2.02485,17,8
140,59,3253.06,1190.33,-2.33156,17,8
139,42,3244.84,856.255,-1.62276,8,8
140,42,3262.39,856.399,-2.24932,8,8
141,42,3280.71,856.578,-2.55603,8,8
141,43,3271.97,871.401,-1.62276,8,8
140,43,3253.72,871.33,-2.55603,8,8
141,44,3281.02,886.944,-2.55603,8,8
126,103,2928.79,2087.02,-1.88161,43,8
126,104,2938.63,2103.1,-2.81489,43,8
126,105,2928.21,2119.53,-1.88161,43,8
127,103,2947.19,2087.16,-2.50817,43,8
127,102,2956.71,2071.39,-1.88161,43,8
127,104,2956.15,2103.23,-1.88161,43,8
128,105,2965.67,2118.86,-2.81489,43,8
126,87,2928.97,1766.9,-1.91664,34,8
126,88,2939.37,1783.56,-2.84991,34,8
126,89,2929.45,1799.26,-1.91664,34,8
127,89,2947.89,1799.41,-2.54319,34,8
127,90,2957.44,1815.37,-1.91664,34,8
128,89,2966.09,1799.6,-2.84991,34,8
127,88,2956.9,1783.17,-1.91664,34,8
128,87,2966.94,1767.89,-2.84991,34,8
126,72,2939.88,1464.17,-2.76404,25,8
127,73,2948.65,1479.66,-2.45732,25,8
128,73,2967.1,1479.93,-2.76404,25,8
128,72,2976.32,1463.23,-2.45732,25,8
127,72,2957.44,1463.59,-1.83076,25,8
127,74,2957.46,1495.73,-1.83076,25,8
126,74,2940.21,1495.5,-2.76404,25,8
126,58,2940.95,1175.73,-2.52188,16,8
127,57,2949.3,1159.68,-2.21517,16,8
128,57,2967.97,1159.82,-2.52188,16,8
127,58,2958.07,1175.48,-1.58861,16,8
128,59,2968.21,1189.89,-2.52188,16,8
127,59,2949.16,1190.28,-2.21517,16,8
73,42,1706.17,853.32,-1.91064,3,8
74,41,1716.18,837.564,-2.84391,3,8
74,42,1724.78,853.296,-2.53719,3,8
74,43,1715.18,869.36,-2.84391,3,8
75,43,1733.63,868.59,-1.91064,3,8
75,42,1743.39,853.41,-2.84391,3,8
75,41,1733.68,837.153,-1.91064,3,8
76,41,1752.48,836.886,-2.53719,3,8
60,102,1399.61,2069.42,-2.78614,38,8
61,102,1418.47,2068.7,-1.85287,38,8
61,103,1409.31,2084.99,-2.47942,38,8
60,103,1390.74,2084.95,-1.85287,38,8
61,104,1418.32,2100.99,-1.85287,38,8
62,103,1426.56,2085.09,-2.78614,38,8
60,87,1391.27,1764.72,-1.93876,29,8
60,88,1400.34,1781.15,-2.87204,29,8
61,87,1409.9,1764.94,-2.56532,29,8
61,88,1418.92,1781.02,-1.93876,29,8
61,89,1409.9,1797.02,-2.56532,29,8
62,89,1427.42,1796.86,-2.87204,29,8
60,72,1400.91,1461.22,-2.89329,20,8
61,72,1419.59,1460.96,-1.96002,20,8
61,73,1410.36,1477.24,-2.58657,20,8
61,74,1419.68,1493.29,-1.96002,20,8
62,74,1438.72,1493.91,-2.58657,20,8
62,73,1428.06,1477.22,-2.89329,20,8
62,72,1438.08,1461.04,-2.58657,20,8
60,74,1400.74,1492.84,-2.89329,20,8
61,71,1410.19,1445.44,-2.58657,20,8
60,56,1401.24,1141.14,-2.85336,11,8
61,57,1411.09,1156.82,-2.54664,11,8
60,58,1401.8,1173.03,-2.85336,11,8
61,58,1419.94,1173.05,-1.92008,11,8
62,58,1438.72,1173.05,-2.54664,11,8
62,57,1428.85,1157.05,-2.85336,11,8
60,42,1402.38,852.741,-2.61072,2,8
61,41,1411.8,836.665,-2.304,2,8
61,42,1420.67,852.609,-1.67744,2,8
62,42,1439.35,852.719,-2.304,2,8
62,41,1429.6,836.872,-2.61072,2,8
62,43,1429.72,867.21,-2.61072,2,8
61,43,1411.73,867.738,-2.304,2,8
47,88,1095.97,1780.69,-2.51111,28,8
48,87,1105.93,1764.49,-1.88455,28,8
48,88,1114.62,1780.56,-2.81783,28,8
49,89,1123.84,1797.16,-2.51111,28,8
48,89,1105.93,1796.75,-1.88455,28,8
47,89,1087.39,1796.56,-2.81783,28,8
49,87,1123.41,1764.45,-2.51111,28,8
47,71,1087.32,1444.59,-2.86632,19,8
47,72,1096.49,1460.6,-2.5596,19,8
48,73,1106.27,1476.67,-1.93305,19,8
47,74,1096.08,1492.55,-2.5596,19,8
47,73,1088.35,1477.15,-2.86632,19,8
48,72,1115.24,1460.87,-2.86632,19,8
49,71,1124.75,1444.51,-2.5596,19,8
49,73,1124.06,1476.87,-2.5596,19,8
47,57,1089.02,1156.21,-2.83823,10,8
47,58,1097.11,1172.57,-2.53151,10,8
48,57,1106.87,1156.24,-1.90496,10,8
48,58,1115.92,1172.34,-2.83823,10,8
49,58,1134.82,1173.13,-1.90496,10,8
49,57,1124.68,1156.32,-2.53151,10,8
48,56,1115.79,1140.62,-2.83823,10,8
47,42,1097.82,852.287,-2.46533,1,8
48,42,1116.52,852.4,-2.77205,1,8
49,42,1135.29,852.344,-1.83878,1,8
49,41,1125.39,836.255,-2.46533,1,8
49,43,1125.66,867.359,-2.46533,1,8
48,43,1107.45,867.293,-1.83878,1,8
47,43,1088.9,868.157,-2.77205,1,8
33,102,773.994,2067.73,-2.83944,36,8
34,103,782.207,2084.29,-2.53273,36,8
35,103,800.943,2084.19,-2.83944,36,8
34,104,791.047,2100.29,-1.90617,36,8
35,104,809.816,2100.37,-2.53273,36,8
33,104,773.703,2100.28,-2.83944,36,8
34,102,791.255,2068.03,-1.90617,36,8
35,102,809.902,2068.12,-2.53273,36,8
33,88,774.818,1781.1,-2.90529,27,8
34,87,782.716,1763.99,-2.59857,27,8
35,87,801.513,1764.19,-2.90529,27,8
34,88,791.628,1780.17,-1.97202,27,8
35,88,810.394,1780.24,-2.59857,27,8
36,87,820.107,1763.64,-1.97202,27,8
34,89,782.28,1796,-2.59857,27,8
34,40,792.9,819.793,-2.05926,0,8
35,41,803.377,836.002,-2.99254,0,8
36,41,822.272,835.876,-2.05926,0,8
35,42,812.374,851.815,-2.68582,0,8
34,42,793.422,852.014,-2.05926,0,8
36,43,822.764,867.216,-2.05926,0,8
34,57,784.042,1155.9,-2.63105,9,8
35,57,802.699,1156,-2.93777,9,8
36,57,821.605,1156,-2.00449,9,8
35,58,811.596,1172,-2.63105,9,8
34,58,792.945,1172.08,-2.00449,9,8
35,56,811.632,1140.04,-2.63105,9,8
34,72,792.253,1460.05,-2.06313,18,8
35,73,802.048,1476.26,-2.99641,18,8
36,73,820.881,1476.57,-2.06313,18,8
35,72,811,1460.13,-2.68969,18,8
36,71,821.373,1443.99,-2.06313,18,8
35,71,802.094,1444.73,-2.99641,18,8
34,73,783.345,1476.31,-2.68969,18,8
46,104,1077.56,2101.66,-1.84152,37,8
47,103,1086.93,2084.64,-2.77479,37,8
48,103,1105.23,2084.41,-1.84152,37,8
47,104,1095.44,2100.53,-2.46807,37,8
48,104,1114.07,2100.46,-2.77479,37,8
73,56,1704.98,1140.92,-1.95775,12,8
74,57,1715.53,1157.54,-2.89102,12,8
73,58,1705.53,1173.44,-1.95775,12,8
74,58,1724.09,1173.59,-2.58431,12,8
75,57,1733.18,1157.25,-1.95775,12,8
75,58,1742.54,1173.53,-2.89102,12,8
75,56,1743.26,1141.89,-2.89102,12,8
73,72,1704.67,1461.33,-2.00209,21,8
74,73,1714.87,1477.8,-2.93536,21,8
73,74,1704.53,1494.15,-2.00209,21,8
74,74,1723.47,1493.57,-2.62864,21,8
75,74,1742,1493.59,-2.93536,21,8
75,73,1732.6,1477.74,-2.00209,21,8
74,72,1723.53,1461.58,-2.62864,21,8
73,88,1704.07,1781.55,-1.97593,30,8
74,88,1722.88,1781.47,-2.60249,30,8
75,87,1731.87,1765.18,-1.97593,30,8
75,88,1740.93,1781.74,-2.90921,30,8
75,89,1731.92,1797.73,-1.97593,30,8
74,87,1714.16,1765.78,-2.90921,30,8
73,102,1703.4,2068.94,-1.96828,39,8
74,103,1713.53,2085.5,-2.90156,39,8
73,104,1703.56,2101.5,-1.96828,39,8
74,104,1722.43,2101.39,-2.59484,39,8
75,103,1731.18,2085.18,-1.96828,39,8
75,104,1740.31,2101.48,-2.90156,39,8
86,58,2010.24,1174.71,-2.50389,13,8
87,57,2019.22,1157.75,-1.87733,13,8
87,58,2028.31,1174.05,-2.81061,13,8
88,58,2047.03,1174.22,-1.87733,13,8
88,57,2037.08,1157.99,-2.50389,13,8
88,56,2047.58,1142.02,-1.87733,13,8
87,56,2028.18,1142.78,-2.81061,13,8
87,59,2018.94,1189.44,-1.87733,13,8
86,74,2008.95,1494.45,-2.63645,22,8
87,73,2018.48,1478.28,-2.00989,22,8
87,72,2027.53,1462.29,-2.94317,22,8
88,72,2045.94,1460.18,-2.00989,22,8
88,73,2036.41,1478.13,-2.63645,22,8
88,74,2046.53,1494.42,-2.00989,22,8
87,74,2027.51,1493.9,-2.94317,22,8
86,104,2007.74,2101.88,-2.60087,40,8
87,103,2017.31,2085.78,-1.97432,40,8
87,104,2026.31,2101.71,-2.90759,40,8
88,104,2045.04,2102.15,-1.97432,40,8
88,103,2035.19,2085.71,-2.60087,40,8
88,102,2045.45,2069.53,-1.97432,40,8
87,102,2026.24,2070.39,-2.90759,40,8
87,41,2019.7,837.487,-1.83113,4,8
87,42,2028.94,854.207,-2.76441,4,8
88,42,2047.57,853.918,-1.83113,4,8
89,41,2056.49,836.511,-2.76441,4,8
88,41,2037.74,838.16,-2.45769,4,8
88,43,2037.65,869.068,-2.45769,4,8
89,43,2055.62,869.505,-2.76441,4,8
87,89,2017.98,1798.1,-1.95279,31,8
88,89,2035.84,1798.16,-2.57934,31,8
88,88,2045.71,1781.9,-1.95279,31,8
88,87,2035.87,1766.03,-2.57934,31,8
99,104,2312.92,2102.82,-2.83607,41,8
100,103,2320.86,2086.17,-2.52936,41,8
100,104,2330.55,2102.25,-1.9028,41,8
101,104,2349.17,2102.24,-2.52936,41,8
102,103,2357.79,2085.68,-1.9028,41,8
101,103,2339.37,2086.44,-2.83607,41,8
100,42,2332.94,854.45,-1.77931,5,8
101,42,2351.79,854.532,-2.40587,5,8
102,41,2361.24,838.498,-1.77931,5,8
102,43,2360.69,870.021,-1.77931,5,8
101,43,2341.98,869.44,-2.71259,5,8
100,43,2324.88,870.303,-2.40587,5,8
100,56,2331.83,1142.78,-1.96725,14,8
101,57,2341.42,1158.67,-2.90052,14,8
102,57,2360.24,1158.3,-1.96725,14,8
101,58,2351.19,1174.53,-2.5938,14,8
100,58,2332.18,1174.6,-1.96725,14,8
102,59,2360.7,1189.97,-1.96725,14,8
100,72,2331.64,1462.39,-1.99796,23,8
101,73,2340.72,1478.77,-2.93124,23,8
102,73,2359.45,1478.8,-1.99796,23,8
101,74,2350.57,1494.46,-2.62452,23,8
100,74,2331.73,1494.71,-1.99796,23,8
100,88,2331.05,1782.32,-2.05178,32,8
101,88,2349.83,1782.38,-2.67833,32,8
102,89,2358.84,1799.05,-2.05178,32,8
101,89,2340.1,1798.29,-2.98505,32,8
100,89,2321.44,1798.42,-2.67833,32,8
102,87,2359.15,1765.97,-2.05178,32,8
101,87,2340.05,1766.85,-2.98505,32,8
113,43,2628.24,870.415,-2.51533,6,8
114,43,2645.69,870.298,-1.58206,6,8
115,43,2664.36,870.207,-2.20861,6,8
114,42,2654.67,855.281,-2.51533,6,8
114,41,2645.59,839.454,-1.58206,6,8
113,57,2627.42,1159.1,-2.61499,15,8
114,57,2645.11,1158.89,-1.68172,15,8
114,58,2654.16,1175.16,-2.61499,15,8
114,59,2644.89,1189.8,-1.68172,15,8
113,59,2626.57,1190.18,-2.61499,15,8
113,72,2635.81,1463.3,-2.43334,24,8
113,73,2626.67,1479.14,-2.74006,24,8
113,74,2635.84,1495.26,-2.43334,24,8
114,73,2644.65,1478.9,-1.80679,24,8
115,73,2663.2,1479.1,-2.43334,24,8
114,74,2653.35,1494.96,-2.74006,24,8
114,72,2653.5,1463.5,-2.74006,24,8
113,87,2625.36,1767.44,-2.79393,33,8
113,88,2635.13,1782.86,-2.48721,33,8
113,89,2626,1799.03,-2.79393,33,8
114,89,2643.99,1798.95,-1.86065,33,8
115,89,2662.47,1799.07,-2.48721,33,8
114,88,2652.64,1783.12,-2.79393,33,8
115,87,2663.08,1766.79,-2.48721,33,8
113,102,2634.1,2071.3,-2.48036,42,8
113,103,2625.1,2086.91,-2.78708,42,8
113,104,2634.45,2102.87,-2.48036,42,8
114,103,2643.45,2086.6,-1.85381,42,8
114,104,2651.77,2102.81,-2.78708,42,8
115,105,2662.75,2119.42,-2.48036,42,8
126,42,2941.69,855.911,-2.5586,7,8
127,42,2958.65,855.445,-1.62532,7,8
128,42,2977.18,855.6,-2.25188,7,8
128,43,2968.41,870.722,-2.5586,7,8
127,43,2949.85,870.7,-2.25188,7,8
126,44,2941.01,886.588,-2.5586,7,8
154,44,3592.36,898.265,-2.97573,8,7
155,44,3613.52,898.439,-3.60228,8,7
155,45,3602.8,916.643,-3.909,8,7
156,45,3623.25,916.027,-2.97573,8,7
157,45,3644.2,916.163,-3.60228,8,7
156,46,3633.2,934.193,-3.909,8,7
157,46,3654.18,934.041,-2.97573,8,7
157,47,3644.23,952.035,-3.60228,8,7
156,48,3633.21,969.915,-3.909,8,7
157,48,3653.99,970.41,-2.97573,8,7
156,47,3623.28,952.191,-2.97573,8,7
155,46,3613.35,934.137,-3.60228,8,7
154,46,3592.37,934.097,-2.97573,8,7
154,45,3583.05,916.18,-3.60228,8,7
155,48,3613.3,970.066,-3.60228,8,7
158,45,3662.98,915.557,-3.909,8,7
157,44,3654.59,898.026,-2.97573,8,7
156,44,3633.66,899.084,-3.909,8,7
153,96,3567.72,1950.69,-3.89091,35,7
154,97,3579.67,1967.56,-3.58419,35,7
153,97,3558.43,1967.16,-2.95764,35,7
153,98,3569.18,1986.02,-3.89091,35,7
153,99,3558.74,2003.43,-2.95764,35,7
154,99,3579.57,2003.43,-3.58419,35,7
153,100,3569.09,2021.4,-3.89091,35,7
154,100,3589.44,2021.29,-2.95764,35,7
155,100,3610.53,2021.35,-3.58419,35,7
156,99,3620.54,2003.24,-2.95764,35,7
156,100,3629.55,2022.18,-3.89091,35,7
157,101,3641.74,2038.58,-3.58419,35,7
156,101,3620.38,2038.29,-2.95764,35,7
155,101,3599.76,2037.12,-3.89091,35,7
154,101,3579.18,2037.67,-3.58419,35,7
153,101,3558.22,2038.59,-2.95764,35,7
155,99,3599.62,2003.84,-3.89091,35,7
155,98,3610.45,1985.56,-3.58419,35,7
154,98,3589.43,1985.29,-2.95764,35,7
155,97,3599.44,1968.11,-3.89091,35,7
156,97,3620.37,1967.32,-2.95764,35,7
157,97,3641.06,1967.13,-3.58419,35,7
156,98,3629.45,1985.69,-3.89091,35,7
153,81,3560.19,1640.71,-2.95686,26,7
153,82,3570.42,1658.92,-3.89014,26,7
153,83,3559.73,1677.36,-2.95686,26,7
154,81,3580.74,1640.79,-3.58342,26,7
154,80,3590.4,1622.69,-2.95686,26,7
155,80,3611.48,1622.81,-3.58342,26,7
155,81,3600.56,1640.8,-3.89014,26,7
155,82,3611.47,1658.68,-3.58342,26,7
154,82,3590.32,1658.7,-2.95686,26,7
155,83,3600.61,1676.23,-3.89014,26,7
156,83,3621.47,1676.68,-2.95686,26,7
157,83,3641.98,1677.06,-3.58342,26,7
156,82,3630.73,1658.78,-3.89014,26,7
157,81,3642.07,1640.85,-3.58342,26,7
156,80,3630.86,1622.97,-3.89014,26,7
157,80,3652.12,1622.41,-2.95686,26,7
157,79,3643.29,1605.93,-3.58342,26,7
156,79,3621.76,1605.92,-2.95686,26,7
156,81,3621.44,1640.73,-2.95686,26,7
157,82,3651.82,1659.23,-2.95686,26,7
157,84,3652.78,1695.43,-2.95686,26,7
154,79,3580.34,1606.16,-3.58342,26,7
153,62,3571.56,1260.69,-3.85288,17,7
154,63,3581.92,1278.96,-3.54616,17,7
154,62,3591.46,1260.81,-2.9196,17,7
155,63,3602.01,1279.49,-3.85288,17,7
155,62,3612.5,1261.03,-3.54616,17,7
156,61,3622.66,1243.24,-2.9196,17,7
156,63,3622.47,1278.7,-2.9196,17,7
157,63,3643.45,1277.27,-3.54616,17,7
156,64,3632.37,1295.83,-3.85288,17,7
157,65,3643.42,1313.8,-3.54616,17,7
157,66,3653.83,1332.25,-2.9196,17,7
156,66,3633.13,1330.85,-3.85288,17,7
155,66,3612.45,1331.16,-3.54616,17,7
154,66,3591.23,1331.62,-2.9196,17,7
155,65,3601.82,1313.36,-3.85288,17,7
156,65,3622.6,1313.92,-2.9196,17,7
155,64,3612.57,1295.91,-3.54616,17,7
154,64,3591.63,1295.92,-2.9196,17,7
154,65,3582.08,1313.96,-3.54616,17,7
153,66,3570.89,1331.78,-3.85288,17,7
157,64,3653.46,1295.88,-2.9196,17,7
157,62,3653.82,1259.51,-2.9196,17,7
152,114,3547.58,2311.76,-3.54239,44,7
153,115,3557.56,2330.07,-2.91583,44,7
154,115,3578.45,2330.18,-3.54239,44,7
153,116,3567.74,2348.22,-3.84911,44,7
154,116,3588.44,2348.03,-2.91583,44,7
155,116,3609.39,2348.16,-3.54239,44,7
156,115,3619.48,2329.94,-2.91583,44,7
155,115,3598.25,2330.69,-3.84911,44,7
155,114,3609.61,2312.59,-3.54239,44,7
154,114,3588.11,2312.27,-2.91583,44,7
155,117,3598.3,2364.92,-3.84911,44,7
155,118,3609.48,2382.83,-3.54239,44,7
156,119,3620.02,2401.27,-2.91583,44,7
154,118,3588.38,2383.11,-2.91583,44,7
154,117,3578.42,2365.07,-3.54239,44,7
153,117,3557.65,2365.14,-2.91583,44,7
152,118,3547.82,2383.49,-3.54239,44,7
152,116,3548.21,2348.08,-3.54239,44,7
156,117,3619.27,2365,-2.91583,44,7
139,63,3231.24,1278.08,-3.54415,16,7
140,63,3252.09,1278.03,-3.85087,16,7
141,63,3272.99,1277.82,-2.91759,16,7
140,62,3261.97,1259.96,-3.54415,16,7
141,61,3272.96,1241.92,-2.91759,16,7
141,62,3282.94,1260.33,-3.85087,16,7
142,62,3304.05,1259.58,-2.91759,16,7
142,63,3292.65,1277.96,-3.54415,16,7
142,64,3303.6,1295.03,-2.91759,16,7
142,65,3292.66,1313.07,-3.54415,16,7
141,64,3282.77,1294.63,-3.85087,16,7
140,64,3261.95,1294.85,-3.54415,16,7
141,65,3272.97,1312.91,-2.91759,16,7
139,64,3241.98,1295.17,-2.91759,16,7
139,65,3231.13,1312.67,-3.54415,16,7
142,61,3293.47,1242.14,-3.54415,16,7
140,61,3252.37,1243,-3.85087,16,7
138,97,3209.29,1966.29,-2.99244,34,7
138,98,3219.65,1984.89,-3.92572,34,7
138,99,3209.24,2002.68,-2.99244,34,7
139,99,3229.11,2002.57,-3.619,34,7
140,99,3250.28,2002.85,-3.92572,34,7
139,98,3239.99,1984.49,-2.99244,34,7
139,97,3229.14,1966.62,-3.619,34,7
139,96,3239.95,1948.66,-2.99244,34,7
140,97,3249.92,1966.94,-3.92572,34,7
141,97,3271,1966.41,-2.99244,34,7
140,98,3259.96,1984.56,-3.619,34,7
141,99,3271.02,2002.39,-2.99244,34,7
140,100,3259.99,2020.41,-3.619,34,7
141,101,3271.75,2037.38,-2.99244,34,7
141,100,3280.08,2021.24,-3.92572,34,7
139,100,3239.91,2020.61,-2.99244,34,7
141,98,3280.27,1985.02,-3.92572,34,7
140,96,3260.08,1948.99,-3.619,34,7
141,96,3281.44,1948.93,-3.92572,34,7
138,80,3221.09,1621.96,-3.8799,25,7
139,81,3230.34,1639.94,-3.57318,25,7
140,81,3251.52,1640.09,-3.8799,25,7
139,80,3240.89,1621.71,-2.94662,25,7
140,80,3261.1,1621.96,-3.57318,25,7
141,81,3272.03,1639.83,-2.94662,25,7
140,82,3261.13,1657.78,-3.57318,25,7
141,83,3271.86,1675.92,-2.94662,25,7
141,82,3281.78,1657.94,-3.8799,25,7
142,82,3302.74,1658.19,-2.94662,25,7
142,83,3291.96,1676.21,-3.57318,25,7
139,82,3240.94,1657.87,-2.94662,25,7
139,83,3230.05,1675.46,-3.57318,25,7
138,83,3210.02,1676.69,-2.94662,25,7
138,82,3221.16,1658.24,-3.8799,25,7
141,80,3281.55,1622.06,-3.8799,25,7
142,79,3291.98,1604.66,-3.57318,25,7
141,79,3272.04,1604.77,-2.94662,25,7
140,79,3251.41,1605.79,-3.8799,25,7
139,79,3230.14,1605.12,-3.57318,25,7
138,44,3223,896.573,-3.94793,7,7
139,45,3232.44,915.225,-3.64121,7,7
140,45,3253.68,915.775,-3.94793,7,7
139,44,3242.75,896.852,-3.01465,7,7
139,43,3231.29,879.149,-3.64121,7,7
140,44,3262.9,897.409,-3.64121,7,7
141,44,3284.12,897.872,-3.94793,7,7
142,44,3304.86,897.083,-3.01465,7,7
142,45,3294.19,914.778,-3.64121,7,7
141,46,3284.13,933.705,-3.94793,7,7
141,45,3273.81,915.066,-3.01465,7,7
140,46,3262.94,933.308,-3.64121,7,7
141,47,3273.82,951.202,-3.01465,7,7
140,47,3253.26,951.344,-3.94793,7,7
139,46,3242.93,933.191,-3.01465,7,7
139,47,3232.61,951.505,-3.64121,7,7
139,48,3242.87,969.206,-3.01465,7,7
141,48,3284.43,968.708,-3.94793,7,7
142,48,3304.76,969.258,-3.01465,7,7
142,47,3293.68,951.25,-3.64121,7,7
142,46,3304.76,933.206,-3.01465,7,7
143,47,3313.52,952.49,-3.94793,7,7
76,112,1775.66,2270.74,-3.00308,39,7
77,113,1787.92,2289.79,-3.93636,39,7
76,114,1776.2,2307.78,-3.00308,39,7
77,115,1787.94,2326.93,-3.93636,39,7
76,116,1776.12,2344.59,-3.00308,39,7
77,116,1797.11,2343.73,-3.62964,39,7
78,116,1817.59,2343.43,-3.93636,39,7
78,115,1806.89,2325.76,-3.00308,39,7
79,115,1827.96,2325.91,-3.62964,39,7
80,115,1848.99,2326.37,-3.93636,39,7
79,114,1837.9,2307.7,-3.00308,39,7
80,114,1858.51,2307.79,-3.62964,39,7
80,113,1848.65,2290.17,-3.93636,39,7
79,113,1827.9,2289.74,-3.62964,39,7
78,113,1806.88,2289.54,-3.00308,39,7
78,114,1818.47,2308.35,-3.93636,39,7
77,114,1797.12,2307.81,-3.62964,39,7
78,112,1818.71,2272.71,-3.93636,39,7
77,112,1796.92,2272.05,-3.62964,39,7
79,116,1838.02,2343.96,-3.00308,39,7
80,116,1858.58,2344.07,-3.62964,39,7
78,117,1806.44,2360.4,-3.00308,39,7
63,77,1459.01,1564.07,-2.95777,20,7
64,77,1480.04,1564.3,-3.58433,20,7
63,78,1469.25,1582.44,-3.89105,20,7
64,79,1480,1600.42,-3.58433,20,7
63,79,1458.91,1600.26,-2.95777,20,7
64,78,1490.09,1582.09,-2.95777,20,7
65,79,1499.79,1600.86,-3.89105,20,7
65,78,1511.05,1582.26,-3.58433,20,7
66,77,1521.26,1563.97,-2.95777,20,7
65,77,1499.72,1564.79,-3.89105,20,7
66,79,1520.94,1600.12,-2.95777,20,7
65,80,1511,1617.13,-3.58433,20,7
64,80,1489.94,1617.29,-2.95777,20,7
64,81,1480.18,1635,-3.58433,20,7
63,81,1458.79,1635.43,-2.95777,20,7
65,81,1500.36,1634.34,-3.89105,20,7
66,81,1521.21,1635.49,-2.95777,20,7
63,59,1459.82,1200.63,-3.03848,11,7
63,60,1470.52,1219.65,-3.97175,11,7
