
k,l,u,v,rho,cluster,frame
91,104,2123.69,2106.65,-3.18492,32,10
91,105,2112.77,2125.52,-3.81148,32,10
91,106,2123.72,2142.81,-3.18492,32,10
92,106,2144.02,2142.4,-3.81148,32,10
93,106,2165.91,2142.32,-4.1182,32,10
93,107,2155.3,2161.07,-3.18492,32,10
94,107,2175.87,2160.72,-3.81148,32,10
94,108,2187.89,2179.48,-3.18492,32,10
95,107,2196.48,2161.64,-4.1182,32,10
94,106,2187.01,2142.51,-3.18492,32,10
94,105,2175.81,2125.32,-3.81148,32,10
94,104,2187.1,2106.56,-3.18492,32,10
95,105,2196.65,2126.09,-4.1182,32,10
95,104,2206.74,2106.78,-3.81148,32,10
95,103,2196.94,2088.88,-4.1182,32,10
95,102,2207.84,2069.47,-3.81148,32,10
94,102,2187.24,2069.87,-3.18492,32,10
94,103,2175.83,2088.35,-3.81148,32,10
95,106,2206.43,2143.24,-3.81148,32,10
93,105,2155.33,2125.13,-3.18492,32,10
91,88,2126.17,1779.62,-3.22605,23,10
92,87,2137.25,1760.88,-4.15933,23,10
92,86,2146.66,1741.77,-3.85261,23,10
93,85,2157.49,1722.99,-3.22605,23,10
93,86,2167.96,1742,-4.15933,23,10
94,85,2178.14,1723.26,-3.85261,23,10
95,85,2199.68,1723.61,-4.15933,23,10
96,85,2220.9,1723.24,-3.22605,23,10
95,86,2209.55,1741.88,-3.85261,23,10
96,87,2220.92,1760.13,-3.22605,23,10
95,88,2209.47,1778.63,-3.85261,23,10
96,89,2220.93,1797.19,-3.22605,23,10
95,89,2199.99,1796.56,-4.15933,23,10
94,89,2178.1,1796.76,-3.85261,23,10
94,88,2189.18,1778.61,-3.22605,23,10
94,87,2178.12,1760.17,-3.85261,23,10
94,86,2189.23,1741.68,-3.22605,23,10
95,87,2199.63,1760.4,-4.15933,23,10
93,88,2168.27,1778.51,-4.15933,23,10
92,88,2146.62,1778.41,-3.85261,23,10
93,89,2157.37,1796.92,-3.22605,23,10
92,89,2135.74,1796.08,-4.15933,23,10
93,87,2157.54,1760.16,-3.22605,23,10
95,84,2209.84,1706.09,-3.85261,23,10
96,83,2221.67,1687.34,-3.22605,23,10
94,84,2189.13,1705.61,-3.22605,23,10
93,84,2168.27,1707.06,-4.15933,23,10
92,84,2146.36,1706.14,-3.85261,23,10
92,83,2135.49,1687.87,-4.15933,23,10
92,66,2149.23,1340.15,-3.85532,14,10
93,66,2170.94,1341.28,-4.16204,14,10
93,65,2159.56,1321.78,-3.22877,14,10
93,67,2159.7,1358.96,-3.22877,14,10
93,68,2170.71,1378.3,-4.16204,14,10
92,68,2149.08,1377.91,-3.85532,14,10
93,69,2159.77,1396.31,-3.22877,14,10
94,69,2180.17,1396.03,-3.85532,14,10
95,69,2201.82,1396.6,-4.16204,14,10
94,68,2191.2,1377.59,-3.22877,14,10
94,67,2180.22,1359.25,-3.85532,14,10
94,66,2191.34,1340.52,-3.22877,14,10
95,67,2202,1359.22,-4.16204,14,10
96,67,2223.02,1358.92,-3.22877,14,10
95,68,2211.76,1377.61,-3.85532,14,10
96,69,2222.99,1395.81,-3.22877,14,10
96,68,2232.96,1378.09,-4.16204,14,10
97,68,2254.36,1377.61,-3.22877,14,10
97,69,2242.73,1396.27,-3.85532,14,10
97,70,2254.51,1414.07,-3.22877,14,10
96,70,2233.81,1412.6,-4.16204,14,10
96,71,2223.94,1431.45,-3.22877,14,10
97,67,2243.04,1359.25,-3.85532,14,10
97,66,2254.77,1340.45,-3.22877,14,10
96,66,2233.02,1341.37,-4.16204,14,10
97,65,2243.77,1322.2,-3.85532,14,10
96,65,2223.09,1322.09,-3.22877,14,10
95,66,2211.75,1340.66,-3.85532,14,10
94,70,2191.2,1413.43,-3.22877,14,10
93,46,2172.92,937.348,-4.14948,5,10
94,47,2182.35,958.174,-3.84276,5,10
95,47,2204.02,958.635,-4.14948,5,10
94,46,2192.66,939.446,-3.2162,5,10
95,46,2213.92,940.341,-3.84276,5,10
96,47,2225.04,957.954,-3.2162,5,10
96,48,2235.53,977.69,-4.14948,5,10
97,47,2245.54,958.248,-3.84276,5,10
98,47,2267.84,956.733,-4.14948,5,10
97,48,2256.83,976.376,-3.2162,5,10
97,49,2245.57,994.088,-3.84276,5,10
97,50,2256.92,1012.5,-3.2162,5,10
97,51,2245.61,1030.78,-3.84276,5,10
97,52,2257.03,1049.38,-3.2162,5,10
98,51,2266.31,1031.34,-4.14948,5,10
96,50,2235.66,1012.46,-4.14948,5,10
95,50,2214.02,1012.37,-3.84276,5,10
96,51,2225.13,1030.91,-3.2162,5,10
95,52,2213.81,1048.72,-3.84276,5,10
95,51,2204.15,1030.29,-4.14948,5,10
94,52,2193.07,1049.21,-3.2162,5,10
93,52,2172.07,1049.37,-4.14948,5,10
94,51,2182.81,1030.93,-3.84276,5,10
94,50,2193.53,1012.49,-3.2162,5,10
95,49,2204.05,993.93,-4.14948,5,10
94,49,2182.77,994.13,-3.84276,5,10
94,48,2193.33,976.291,-3.2162,5,10
95,48,2213.98,976.572,-3.84276,5,10
96,49,2225.1,993.961,-3.2162,5,10
98,49,2266.35,994.18,-4.14948,5,10
99,47,2288.65,957.509,-3.2162,5,10
98,46,2278.08,939.328,-3.84276,5,10
105,104,2452.62,2109.43,-4.14792,33,10
106,105,2463.37,2128.03,-3.8412,33,10
106,104,2473.09,2108.95,-3.21465,33,10
107,105,2483.95,2128.85,-4.14792,33,10
107,104,2495.09,2109.34,-3.8412,33,10
108,103,2505.14,2090.86,-3.21465,33,10
108,104,2515.44,2110.65,-4.14792,33,10
109,104,2536.85,2109.09,-3.21465,33,10
110,105,2546.37,2128.62,-4.14792,33,10
109,105,2526.59,2127.83,-3.8412,33,10
108,105,2504.97,2127.44,-3.21465,33,10
108,106,2515.52,2145.44,-4.14792,33,10
109,107,2526.94,2163.89,-3.8412,33,10
108,107,2505.1,2163.72,-3.21465,33,10
108,108,2515.52,2182.19,-4.14792,33,10
109,109,2527.05,2200.72,-3.8412,33,10
108,109,2505.06,2200.76,-3.21465,33,10
107,109,2483.01,2199.5,-4.14792,33,10
107,108,2495.17,2182.23,-3.8412,33,10
106,108,2473.37,2182.31,-3.21465,33,10
107,107,2484.28,2163.75,-4.14792,33,10
106,106,2473.39,2145.16,-3.21465,33,10
107,106,2495.08,2145.25,-3.8412,33,10
106,107,2463.64,2163.98,-3.8412,33,10
105,108,2453.24,2185.09,-4.14792,33,10
106,109,2462.72,2200.85,-3.8412,33,10
109,108,2537.05,2182.33,-3.21465,33,10
110,109,2547.14,2200.89,-4.14792,33,10
110,108,2558.13,2182.48,-3.8412,33,10
110,107,2546.46,2163.97,-4.14792,33,10
109,106,2536.97,2145.3,-3.21465,33,10
106,103,2460.66,2091.08,-3.8412,33,10
105,123,2439.42,2491.85,-3.2642,42,10
106,123,2461.15,2492.23,-3.89076,42,10
106,122,2471.06,2473.73,-3.2642,42,10
107,122,2492.66,2474.1,-3.89076,42,10
107,123,2481.44,2492.58,-4.19748,42,10
107,124,2492.99,2510.84,-3.89076,42,10
106,124,2471.09,2510.55,-3.2642,42,10
106,125,2461.09,2529.59,-3.89076,42,10
105,125,2439.47,2529.2,-3.2642,42,10
106,126,2471.01,2547.79,-3.2642,42,10
107,126,2492.96,2548.1,-3.89076,42,10
108,125,2503.08,2529.14,-3.2642,42,10
109,125,2524.6,2529.45,-3.89076,42,10
108,126,2512.88,2548.21,-4.19748,42,10
109,126,2534.53,2547.85,-3.2642,42,10
109,127,2524.34,2565.25,-3.89076,42,10
109,128,2535.27,2584.35,-3.2642,42,10
108,128,2515.26,2582.53,-4.19748,42,10
107,128,2493.57,2583.32,-3.89076,42,10
107,127,2481.75,2564.56,-4.19748,42,10
108,127,2503.03,2565.12,-3.2642,42,10
106,127,2461.22,2565.11,-3.89076,42,10
108,124,2512.91,2511.39,-4.19748,42,10
109,123,2524.74,2492.38,-3.89076,42,10
108,123,2502.91,2492.02,-3.2642,42,10
109,122,2535.19,2473.37,-3.2642,42,10
110,123,2544.01,2491.9,-4.19748,42,10
109,124,2534.76,2510.48,-3.2642,42,10
106,86,2475.77,1743.33,-3.28649,24,10
107,86,2497.28,1743.77,-3.91304,24,10
107,85,2486.6,1725.13,-4.21976,24,10
108,87,2507.14,1762.28,-3.28649,24,10
109,87,2528.98,1762.48,-3.91304,24,10
108,88,2517.72,1781.3,-4.21976,24,10
109,88,2538.97,1780.75,-3.28649,24,10
110,88,2560.7,1780.87,-3.91304,24,10
110,87,2549.1,1762.72,-4.21976,24,10
111,87,2570.8,1762.21,-3.28649,24,10
112,87,2591.52,1762.52,-3.91304,24,10
111,86,2579.97,1743.87,-4.21976,24,10
112,85,2592.01,1724.92,-3.91304,24,10
111,85,2570.92,1725.1,-3.28649,24,10
110,85,2549.11,1725.98,-4.21976,24,10
109,86,2539.02,1743.65,-3.28649,24,10
108,86,2517.74,1743.9,-4.21976,24,10
109,85,2528.94,1725.45,-3.91304,24,10
111,89,2570.61,1799.26,-3.28649,24,10
111,90,2580.03,1818.97,-4.21976,24,10
110,90,2560.69,1817.82,-3.91304,24,10
109,90,2538.97,1817.83,-3.28649,24,10
109,89,2528.61,1799.35,-3.91304,24,10
108,89,2507.11,1799.39,-3.28649,24,10
108,90,2517.79,1817.41,-4.21976,24,10
107,88,2497.29,1781.12,-3.91304,24,10
106,88,2475.62,1780.93,-3.28649,24,10
107,70,2499.76,1416.29,-3.86952,15,10
108,69,2509.4,1397.82,-3.24296,15,10
109,69,2530.98,1398.03,-3.86952,15,10
109,68,2541.02,1379.09,-3.24296,15,10
110,69,2551.5,1398.55,-4.17624,15,10
110,68,2562.85,1379.33,-3.86952,15,10
111,68,2584.47,1378.41,-4.17624,15,10
111,69,2572.93,1397.65,-3.24296,15,10
112,69,2594.38,1398.1,-3.86952,15,10
112,68,2604.59,1379.08,-3.24296,15,10
112,67,2594.51,1360.83,-3.86952,15,10
111,67,2572.88,1360.59,-3.24296,15,10
110,67,2551.56,1361.03,-4.17624,15,10
109,66,2541.01,1341.98,-3.24296,15,10
110,66,2562.78,1342.43,-3.86952,15,10
111,65,2573.32,1323.95,-3.24296,15,10
109,67,2531.14,1360.82,-3.86952,15,10
108,68,2520.27,1380.11,-4.17624,15,10
108,67,2509.3,1360.41,-3.24296,15,10
108,66,2519.93,1343.13,-4.17624,15,10
108,65,2508.38,1323.23,-3.24296,15,10
111,70,2582.91,1414.89,-4.17624,15,10
112,71,2594.76,1433.61,-3.86952,15,10
111,71,2573.05,1433.74,-3.24296,15,10
110,71,2551.61,1432.9,-4.17624,15,10
110,70,2562.94,1415.17,-3.86952,15,10
109,70,2541.09,1415.23,-3.24296,15,10
108,70,2520.39,1414.82,-4.17624,15,10
108,71,2509.17,1433.95,-3.24296,15,10
109,71,2530.8,1433.19,-3.86952,15,10
112,70,2604.61,1415.41,-3.24296,15,10
109,47,2533.33,958.692,-3.87487,6,10
109,48,2543.25,977.547,-3.24831,6,10
110,48,2565,977.844,-3.87487,6,10
111,47,2575.02,959.088,-3.24831,6,10
112,47,2596.86,959.479,-3.87487,6,10
111,48,2585.34,977.999,-4.18159,6,10
112,48,2606.99,977.503,-3.24831,6,10
113,48,2628.58,975.744,-3.87487,6,10
113,49,2616.44,995.383,-4.18159,6,10
113,50,2628.03,1013.78,-3.87487,6,10
113,51,2616.23,1032.56,-4.18159,6,10
113,52,2627.92,1051.21,-3.87487,6,10
114,53,2639.18,1070.37,-3.24831,6,10
113,53,2618.18,1068.44,-4.18159,6,10
112,52,2606.87,1050.79,-3.24831,6,10
112,51,2596.79,1032.17,-3.87487,6,10
111,51,2574.98,1032.26,-3.24831,6,10
111,50,2585.3,1013.86,-4.18159,6,10
112,49,2596.75,995.299,-3.87487,6,10
111,49,2575.11,995.169,-3.24831,6,10
110,50,2564.96,1013.91,-3.87487,6,10
109,50,2543.3,1013.81,-3.24831,6,10
110,49,2554.07,995.44,-4.18159,6,10
109,49,2533.72,995.127,-3.87487,6,10
112,50,2606.89,1013.67,-3.24831,6,10
110,52,2564.98,1050.66,-3.87487,6,10
109,52,2543.38,1050.94,-3.24831,6,10
112,53,2597.59,1068.51,-3.87487,6,10
114,47,2639.74,957.205,-3.24831,6,10
113,47,2617.64,960.05,-4.18159,6,10
120,124,2802.19,2513.63,-4.22471,43,10
120,125,2789.98,2531.85,-3.29143,43,10
121,125,2811.71,2532.22,-3.91799,43,10
122,125,2833.31,2532.45,-4.22471,43,10
121,124,2821.65,2513.32,-3.29143,43,10
122,124,2843.49,2513.81,-3.91799,43,10
123,124,2865.68,2514.55,-4.22471,43,10
123,125,2853.56,2531.91,-3.29143,43,10
123,126,2865.58,2551.79,-4.22471,43,10
122,126,2843.45,2550.96,-3.91799,43,10
121,126,2821.62,2550.36,-3.29143,43,10
122,127,2834.19,2568.47,-4.22471,43,10
121,127,2811.93,2568.27,-3.91799,43,10
120,128,2802.39,2588.03,-4.22471,43,10
120,129,2789.86,2606.12,-3.29143,43,10
121,129,2810.35,2605.46,-3.91799,43,10
122,129,2833.74,2604.77,-4.22471,43,10
121,130,2821.2,2623.61,-3.29143,43,10
121,128,2821.8,2586.79,-3.29143,43,10
122,128,2843.64,2586.83,-3.91799,43,10
123,128,2865.68,2587.02,-4.22471,43,10
123,127,2853.74,2568.28,-3.29143,43,10
124,127,2875.45,2568.37,-3.91799,43,10
125,127,2896.65,2568.43,-4.22471,43,10
124,128,2885.7,2586.84,-3.29143,43,10
125,129,2896.89,2605.89,-4.22471,43,10
124,130,2885.81,2624.28,-3.29143,43,10
125,130,2907.22,2624.44,-3.91799,43,10
124,129,2875.62,2605.5,-3.91799,43,10
123,129,2853.7,2605.49,-3.29143,43,10
124,126,2885.56,2550.55,-3.29143,43,10
124,125,2875.2,2532.28,-3.91799,43,10
124,124,2885.72,2513.35,-3.29143,43,10
125,124,2907.39,2513.13,-3.91799,43,10
126,125,2917.22,2531.08,-3.29143,43,10
157,80,3659.93,1620.92,-1.9628,8,9
158,80,3678.88,1621.1,-2.58936,8,9
158,81,3668.87,1636.75,-2.89608,8,9
158,82,3678.87,1654.01,-2.58936,8,9
158,79,3668.52,1606.09,-2.89608,8,9
151,94,3520.93,1904.11,-1.88995,17,9
152,94,3539.89,1904.24,-2.5165,17,9
152,93,3529.98,1888.25,-2.82322,17,9
152,95,3530.07,1919.93,-2.82322,17,9
151,95,3512.02,1920.23,-2.5165,17,9
145,108,3381.96,2186.11,-2.01754,26,9
146,107,3391.16,2169.61,-2.95081,26,9
147,107,3409.89,2170.26,-2.01754,26,9
146,108,3400,2185.83,-2.6441,26,9
147,109,3409.95,2202.57,-2.01754,26,9
146,110,3399.93,2218.75,-2.6441,26,9
146,109,3391.04,2201.96,-2.95081,26,9
147,108,3418.35,2185.79,-2.95081,26,9
145,72,3381.71,1464.91,-2.05613,7,9
146,73,3390.89,1482.21,-2.98941,7,9
147,73,3409.76,1481.95,-2.05613,7,9
146,74,3401,1497.56,-2.68269,7,9
145,74,3381.57,1498.2,-2.05613,7,9
146,75,3391.52,1512.85,-2.98941,7,9
147,75,3410.24,1514.09,-2.05613,7,9
139,122,3243.13,2467.88,-1.85937,35,9
140,123,3252.4,2483.68,-2.79265,35,9
141,123,3271.02,2484.4,-1.85937,35,9
140,122,3261.15,2467.5,-2.48593,35,9
140,121,3251.66,2453.2,-2.79265,35,9
139,88,3242.93,1780.87,-2.10141,16,9
140,88,3261.78,1779.94,-2.72797,16,9
141,89,3271.15,1797.41,-2.10141,16,9
141,88,3279.58,1780.45,-3.03469,16,9
142,87,3289.87,1764.04,-2.72797,16,9
141,87,3271.46,1764.61,-2.10141,16,9
140,87,3252.2,1764.66,-3.03469,16,9
133,136,3104.04,2750.67,-1.95915,44,9
134,136,3122.57,2749.68,-2.58571,44,9
135,137,3131.87,2767.21,-1.95915,44,9
135,136,3140.27,2750.53,-2.89243,44,9
135,135,3132.01,2734.53,-1.95915,44,9
134,135,3113.27,2734.78,-2.89243,44,9
133,102,3103.97,2063.3,-2.06022,25,9
134,101,3113.31,2046.99,-2.9935,25,9
135,101,3132.07,2046.83,-2.06022,25,9
136,101,3150.61,2046.72,-2.68678,25,9
134,102,3122.44,2062.59,-2.68678,25,9
135,103,3132.13,2079.74,-2.06022,25,9
133,67,3093.47,1358.11,-2.78608,6,9
133,68,3102.69,1374.59,-2.15953,6,9
134,67,3112.28,1358.21,-3.0928,6,9
134,66,3121.4,1341.49,-2.78608,6,9
135,66,3140.8,1343.45,-3.0928,6,9
135,67,3131.29,1357.96,-2.15953,6,9
134,68,3121.15,1374.2,-2.78608,6,9
135,69,3131.49,1391.95,-2.15953,6,9
134,65,3111.98,1325.32,-3.0928,6,9
79,90,1844.3,1819.49,-2.20957,30,9
80,90,1863.93,1819.51,-2.83612,30,9
81,91,1873.7,1836.24,-2.20957,30,9
81,90,1882.99,1819.53,-3.14284,30,9
82,89,1893.02,1802.71,-2.83612,30,9
81,89,1873.01,1803.52,-2.20957,30,9
80,88,1863.72,1787.15,-2.83612,30,9
80,89,1854.59,1804.35,-3.14284,30,9
79,54,1843.35,1095.57,-2.19736,11,9
80,55,1853.9,1112.76,-3.13064,11,9
79,55,1833.88,1112.31,-2.82392,11,9
80,54,1862.94,1095.74,-2.82392,11,9
81,55,1872.24,1112.56,-2.19736,11,9
81,54,1881.88,1094.66,-3.13064,11,9
81,53,1871.86,1079.84,-2.19736,11,9
80,53,1853.33,1080.63,-3.13064,11,9
80,56,1862.97,1129.19,-2.82392,11,9
73,104,1705.62,2102.96,-2.15466,39,9
74,105,1715.22,2119.62,-3.08793,39,9
74,104,1724.27,2103.55,-2.78121,39,9
75,103,1733.56,2086.62,-2.15466,39,9
75,104,1743.41,2103.85,-3.08793,39,9
76,103,1752.87,2086.99,-2.78121,39,9
75,105,1733.46,2120.36,-2.15466,39,9
74,102,1724.37,2070.19,-2.78121,39,9
74,103,1715.3,2087.25,-3.08793,39,9
73,68,1703.23,1379.91,-2.0573,20,9
74,68,1722.92,1380.17,-2.68386,20,9
75,68,1742.33,1380.81,-2.99058,20,9
75,69,1732.25,1396.6,-2.0573,20,9
74,70,1723.41,1412.66,-2.68386,20,9
74,69,1714.15,1396.17,-2.99058,20,9
74,67,1713.93,1363.95,-2.99058,20,9
73,32,1701.68,654.824,-2.17949,1,9
74,33,1712.96,671.243,-3.11277,1,9
73,33,1693.11,670.972,-2.80605,1,9
73,34,1702.24,687.733,-2.17949,1,9
74,34,1721.78,687.971,-2.80605,1,9
75,33,1731.31,670.899,-2.17949,1,9
74,32,1721.49,655.103,-2.80605,1,9
74,31,1712.03,638.744,-3.11277,1,9
67,82,1563.64,1663.16,-2.35906,29,9
68,83,1574.28,1680.7,-3.29233,29,9
67,83,1554.44,1680.7,-2.98561,29,9
67,84,1563.57,1696.82,-2.35906,29,9
68,84,1583.15,1697.05,-2.98561,29,9
69,83,1592.54,1680.12,-2.35906,29,9
68,82,1583.24,1663.41,-2.98561,29,9
68,81,1574.14,1647.14,-3.29233,29,9
67,46,1562.36,938.383,-2.33908,10,9
68,47,1572.74,956.231,-3.27235,10,9
67,48,1562.22,972.308,-2.33908,10,9
68,49,1574.28,988.094,-3.27235,10,9
68,48,1581.88,972.38,-2.96563,10,9
69,47,1591.62,955.367,-2.33908,10,9
69,49,1591.53,988.733,-2.33908,10,9
61,97,1415.43,1963.97,-2.89241,38,9
62,97,1433.68,1963.44,-3.19913,38,9
62,98,1443.84,1980.32,-2.89241,38,9
63,99,1453.43,1997.66,-2.26585,38,9
63,98,1461.04,1980.14,-3.19913,38,9
64,97,1472.46,1963.43,-2.89241,38,9
63,97,1453.23,1963.26,-2.26585,38,9
62,96,1443.95,1946.96,-2.89241,38,9
62,95,1432.61,1930.62,-3.19913,38,9
63,96,1462.23,1947.49,-3.19913,38,9
60,62,1403.19,1257.01,-3.33571,19,9
61,61,1413.35,1239.51,-3.02899,19,9
61,60,1422.28,1221.91,-2.40244,19,9
62,61,1431.91,1239.43,-3.33571,19,9
63,61,1451.54,1239.22,-2.40244,19,9
64,61,1471.69,1239.45,-3.02899,19,9
62,62,1442.08,1256.21,-3.02899,19,9
61,62,1422.47,1256.04,-2.40244,19,9
62,63,1431.85,1272.71,-3.33571,19,9
61,63,1413.04,1272.66,-3.02899,19,9
60,26,1401.39,530.557,-3.35292,0,9
61,26,1421.32,529.387,-2.41965,0,9
62,27,1429.81,547.091,-3.35292,0,9
62,28,1440.72,564.024,-3.0462,0,9
63,27,1449.46,547.257,-2.41965,0,9
62,26,1440.4,530.389,-3.0462,0,9
62,25,1430.09,513.447,-3.35292,0,9
63,25,1450.21,513.584,-2.41965,0,9
61,24,1420.41,496.104,-2.41965,0,9
61,25,1411.57,513.582,-3.0462,0,9
41,70,961.489,1415.72,-2.91845,27,9
42,70,982.343,1415.08,-3.22517,27,9
43,70,1001.52,1415.66,-2.2919,27,9
43,69,991.449,1398.45,-2.91845,27,9
44,69,1011.08,1398.73,-3.22517,27,9
45,69,1030.33,1397.57,-2.2919,27,9
43,68,1001.01,1382.37,-2.2919,27,9
42,68,982.016,1383.19,-3.22517,27,9
42,69,972.499,1399.19,-2.2919,27,9
44,71,1011.4,1431.95,-3.22517,27,9
36,84,842.232,1700.77,-3.33495,36,9
37,83,851.475,1683.17,-3.02823,36,9
37,82,861.921,1664.69,-2.40168,36,9
38,83,871.124,1683.46,-3.33495,36,9
39,83,891.182,1683.45,-2.40168,36,9
38,84,880.415,1699.8,-3.02823,36,9
37,84,861.915,1698.72,-2.40168,36,9
38,85,871.489,1714.49,-3.33495,36,9
48,54,1122.39,1098.35,-3.29615,18,9
49,54,1141.36,1098.03,-2.36288,18,9
49,53,1130.81,1081.44,-2.98944,18,9
49,55,1131.03,1114.76,-2.98944,18,9
49,56,1141.19,1131.97,-2.36288,18,9
50,57,1151.32,1148.75,-3.29615,18,9
50,56,1159.65,1131.62,-2.98944,18,9
51,55,1170.47,1114.91,-2.36288,18,9
50,55,1150.61,1115.03,-3.29615,18,9
50,54,1160.08,1098.02,-2.98944,18,9
51,54,1179.08,1098.06,-3.29615,18,9
48,90,1124.62,1824.21,-3.0486,37,9
49,89,1133.87,1807.52,-2.74188,37,9
50,89,1152.33,1807.59,-3.0486,37,9
50,90,1162.16,1822.84,-2.74188,37,9
51,91,1172.36,1839.94,-2.11533,37,9
50,91,1152.83,1839.83,-3.0486,37,9
49,91,1133.33,1839.55,-2.74188,37,9
49,90,1143.38,1822.99,-2.11533,37,9
50,92,1162.59,1856.09,-2.74188,37,9
54,40,1261.93,814.277,-3.33995,9,9
54,41,1251.51,831.821,-2.40668,9,9
55,41,1271.68,831.303,-3.03324,9,9
55,40,1281.02,813.95,-2.40668,9,9
56,40,1300.71,814.369,-3.03324,9,9
56,41,1290.27,831.086,-3.33995,9,9
56,42,1300.44,848.167,-3.03324,9,9
55,42,1280.84,848.03,-2.40668,9,9
56,39,1290.45,797.657,-3.33995,9,9
55,39,1271.82,797.347,-3.03324,9,9
55,74,1282.52,1505.95,-2.38232,28,9
56,75,1292.46,1522.45,-3.3156,28,9
56,76,1302.63,1539.69,-3.00888,28,9
55,76,1282.91,1539.57,-2.38232,28,9
56,77,1292.18,1556.07,-3.3156,28,9
56,78,1303.01,1573.61,-3.00888,28,9
57,77,1311.9,1556.44,-2.38232,28,9
57,76,1320.53,1539.27,-3.3156,28,9
57,75,1312.29,1522.92,-2.38232,28,9
85,40,1983.85,812.513,-2.27462,2,9
86,39,1993.47,795.966,-3.2079,2,9
87,39,2012.9,795.597,-2.27462,2,9
88,39,2031.85,795.601,-2.90118,2,9
87,40,2021.51,812.42,-3.2079,2,9
87,41,2012.7,829.385,-2.27462,2,9
86,40,2002.94,811.558,-2.90118,2,9
86,41,1993.43,829.008,-3.2079,2,9
85,75,1974.92,1520.12,-2.89941,21,9
85,76,1984.56,1536.86,-2.27286,21,9
86,75,1994.22,1519.97,-3.20613,21,9
87,75,2013.41,1519.9,-2.27286,21,9
86,76,2003.22,1536.5,-2.89941,21,9
87,77,2013.37,1553.57,-2.27286,21,9
86,74,2002.83,1503.93,-2.89941,21,9
88,75,2031.8,1518.94,-2.89941,21,9
86,110,2004.4,2226.69,-2.72299,40,9
87,109,2014.66,2210.38,-2.09643,40,9
87,110,2023.48,2227.09,-3.02971,40,9
88,110,2043.31,2226.79,-2.09643,40,9
88,111,2032.4,2242.6,-2.72299,40,9
87,112,2023.99,2259.46,-3.02971,40,9
87,111,2014.73,2242.8,-2.09643,40,9
88,109,2033.2,2211.55,-2.72299,40,9
91,60,2124.65,1219.84,-2.24381,12,9
91,61,2114.46,1236.71,-2.87037,12,9
91,62,2124.05,1253.58,-2.24381,12,9
92,61,2133.82,1236.77,-3.17709,12,9
92,60,2142.92,1219.76,-2.87037,12,9
93,61,2153,1236.56,-2.24381,12,9
92,62,2142.7,1253,-2.87037,12,9
93,63,2153.41,1270.81,-2.24381,12,9
93,62,2161.21,1253.25,-3.17709,12,9
94,61,2171.21,1236.08,-2.87037,12,9
93,60,2162.17,1220.96,-3.17709,12,9
92,59,2133.57,1203.33,-3.17709,12,9
91,96,2125.41,1943.31,-2.0164,31,9
92,96,2144.08,1942.65,-2.64296,31,9
93,97,2153.87,1959.86,-2.0164,31,9
93,96,2162.98,1943.16,-2.94968,31,9
93,95,2153.42,1927.18,-2.0164,31,9
92,95,2134.75,1927.59,-2.94968,31,9
92,97,2135,1959.14,-2.94968,31,9
97,47,2253.79,953.601,-2.91884,3,9
98,47,2273.36,953.608,-3.22556,3,9
98,46,2282.5,936.449,-2.91884,3,9
99,47,2292.65,953.326,-2.29229,3,9
98,48,2282.32,969.843,-2.91884,3,9
97,48,2263.68,970.101,-2.29229,3,9
100,47,2311.68,953.485,-2.91884,3,9
99,46,2301.58,937.172,-3.22556,3,9
98,45,2273.09,920.217,-3.22556,3,9
97,82,2264.59,1660.37,-2.24277,22,9
98,81,2274.16,1643.9,-3.17604,22,9
99,81,2293.43,1643.62,-2.24277,22,9
98,80,2283.03,1626.81,-2.86932,22,9
98,82,2283.07,1659.94,-2.86932,22,9
99,83,2293.24,1677.07,-2.24277,22,9
99,82,2301.97,1660.13,-3.17604,22,9
100,81,2311.67,1644.23,-2.86932,22,9
98,116,2284.26,2350.2,-2.62996,41,9
99,116,2303.37,2350.6,-2.93668,41,9
100,116,2323.12,2350.27,-2.0034,41,9
99,115,2293.85,2333.87,-2.0034,41,9
99,117,2294.66,2365.88,-2.0034,41,9
98,117,2275.91,2365.78,-2.93668,41,9
98,118,2284.75,2381.79,-2.62996,41,9
99,118,2303.67,2382.05,-2.93668,41,9
103,68,2403.9,1377.29,-2.19838,13,9
104,68,2423.99,1375.9,-2.82493,13,9
104,69,2413.52,1393.13,-3.13165,13,9
105,69,2432.52,1393.85,-2.19838,13,9
105,68,2441.25,1376.96,-3.13165,13,9
106,67,2451.97,1361.03,-2.82493,13,9
105,67,2432.48,1360.43,-2.19838,13,9
104,67,2413.38,1360.78,-3.13165,13,9
104,66,2423.04,1344.13,-2.82493,13,9
104,102,2424.7,2066.78,-2.80936,32,9
104,103,2414.86,2083.12,-3.11608,32,9
104,104,2424.9,2099.71,-2.80936,32,9
105,103,2433.85,2083.18,-2.1828,32,9
106,103,2452.84,2083.17,-2.80936,32,9
105,104,2442.1,2099.6,-3.11608,32,9
106,102,2462.88,2066.34,-2.1828,32,9
105,102,2442.74,2067.09,-3.11608,32,9
105,101,2433.84,2050.12,-2.1828,32,9
109,54,2543.52,1093.41,-2.07365,4,9
110,54,2562.71,1092.3,-2.7002,4,9
111,55,2572.26,1110.12,-2.07365,4,9
111,54,2580.74,1092.87,-3.00692,4,9
112,53,2591.45,1077.8,-2.7002,4,9
111,53,2572.15,1077.53,-2.07365,4,9
110,53,2552.66,1077.74,-3.00692,4,9
